file_name,mem_usage_mb,peak_mem_mb,avg_mem_petri_parser_mb,peak_mem_petri_parser_mb,avg_mem_dec_translator_mb,peak_mem_dec_translator_mb,time_ms
0.pnml,19.75,0.05,0.02,0.04,0.02,0.04,0.89
1000.pnml,77.75,11.72,7.89,8.87,10.62,11.72,6932.48
1001.pnml,77.78,11.73,7.90,8.88,10.63,11.73,6750.74
1002.pnml,77.93,11.74,7.90,8.89,10.64,11.74,6893.06
1003.pnml,77.91,11.75,7.91,8.90,10.65,11.75,6958.52
1004.pnml,78.00,11.76,7.92,8.91,10.66,11.76,6914.14
1005.pnml,78.16,11.77,7.93,8.91,10.67,11.77,6780.10
1006.pnml,77.99,11.78,7.93,8.92,10.68,11.78,7040.80
1007.pnml,78.23,11.79,7.94,8.93,10.69,11.79,6834.78
1008.pnml,78.27,11.80,7.95,8.94,10.70,11.80,6972.24
1009.pnml,78.30,11.81,7.96,8.95,10.71,11.81,6976.93
100.pnml,25.12,1.19,0.80,0.90,1.08,1.19,103.30
1010.pnml,78.18,11.83,7.96,8.96,10.72,11.83,6874.49
1011.pnml,78.36,11.84,7.97,8.97,10.73,11.84,7176.91
1012.pnml,78.39,11.85,7.98,8.97,10.74,11.85,7000.09
1013.pnml,78.55,11.86,7.99,8.98,10.75,11.86,6989.54
1014.pnml,78.47,11.87,7.99,8.99,10.77,11.87,6993.78
1015.pnml,78.50,11.88,8.00,9.00,10.78,11.88,6997.29
1016.pnml,78.67,11.89,8.01,9.01,10.79,11.89,7054.98
1017.pnml,78.71,11.90,8.02,9.02,10.80,11.90,7040.05
1018.pnml,78.62,11.91,8.03,9.02,10.81,11.91,7102.66
1019.pnml,78.63,11.92,8.03,9.03,10.82,11.92,6977.15
101.pnml,25.31,1.20,0.81,0.91,1.09,1.20,103.14
1020.pnml,78.94,11.93,8.04,9.04,10.83,11.93,7330.71
1021.pnml,78.98,11.94,8.05,9.05,10.84,11.94,7360.79
1022.pnml,78.89,11.95,8.06,9.06,10.85,11.95,7060.50
1023.pnml,78.80,11.97,8.06,9.07,10.86,11.97,7024.68
1024.pnml,79.09,11.98,8.07,9.08,10.87,11.98,7062.10
1025.pnml,79.13,11.99,8.08,9.08,10.88,11.99,7369.81
1026.pnml,79.29,12.00,8.09,9.09,10.89,12.00,7088.54
1027.pnml,79.21,12.01,8.09,9.10,10.90,12.01,7330.42
1028.pnml,79.24,12.02,8.10,9.11,10.91,12.02,7305.20
1029.pnml,79.24,12.03,8.11,9.12,10.92,12.03,7186.37
102.pnml,25.35,1.21,0.82,0.92,1.10,1.21,105.52
1030.pnml,79.38,12.04,8.12,9.13,10.93,12.04,7286.65
1031.pnml,79.48,12.05,8.12,9.14,10.94,12.05,7413.03
1032.pnml,79.36,12.06,8.13,9.14,10.95,12.06,7236.51
1033.pnml,79.68,12.07,8.14,9.15,10.96,12.07,7343.46
1034.pnml,79.56,12.08,8.15,9.16,10.97,12.08,7281.66
1035.pnml,79.73,12.09,8.15,9.17,10.98,12.09,7185.75
1036.pnml,79.58,12.10,8.16,9.18,10.99,12.10,7513.40
1037.pnml,79.81,12.12,8.17,9.19,11.00,12.12,7283.15
1038.pnml,79.84,12.13,8.18,9.19,11.01,12.13,7398.07
1039.pnml,79.87,12.14,8.19,9.20,11.02,12.14,7426.44
103.pnml,25.25,1.23,0.83,0.93,1.12,1.23,112.37
1040.pnml,79.91,12.15,8.19,9.21,11.03,12.15,7479.15
1041.pnml,80.07,12.16,8.20,9.22,11.04,12.16,7396.25
1042.pnml,80.09,12.17,8.21,9.23,11.05,12.17,7297.79
1043.pnml,80.12,12.18,8.22,9.24,11.06,12.18,7308.89
1044.pnml,80.16,12.19,8.22,9.25,11.07,12.19,7469.99
1045.pnml,80.32,12.20,8.23,9.25,11.08,12.20,7377.54
1046.pnml,80.35,12.21,8.24,9.26,11.09,12.21,7389.64
1047.pnml,80.26,12.22,8.25,9.27,11.11,12.22,7595.16
1048.pnml,80.41,12.23,8.25,9.28,11.12,12.23,7485.03
1049.pnml,80.35,12.24,8.26,9.29,11.13,12.24,7511.91
104.pnml,25.44,1.24,0.84,0.94,1.13,1.24,117.61
1050.pnml,80.48,12.26,8.27,9.30,11.14,12.26,7584.30
1051.pnml,80.51,12.27,8.28,9.31,11.15,12.27,7472.12
1052.pnml,80.54,12.28,8.28,9.31,11.16,12.28,7592.57
1053.pnml,80.45,12.29,8.29,9.32,11.17,12.29,7474.77
1054.pnml,80.43,12.30,8.30,9.33,11.18,12.30,7643.21
1055.pnml,80.62,12.31,8.31,9.34,11.19,12.31,7474.72
1056.pnml,80.91,12.32,8.32,9.35,11.20,12.32,7510.36
1057.pnml,80.83,12.33,8.32,9.36,11.21,12.33,7684.23
1058.pnml,80.78,12.34,8.33,9.36,11.22,12.34,7591.62
1059.pnml,81.01,12.35,8.34,9.37,11.23,12.35,7748.90
105.pnml,25.48,1.25,0.84,0.95,1.14,1.25,110.83
1060.pnml,81.04,12.36,8.35,9.38,11.24,12.36,7597.05
1061.pnml,80.92,12.37,8.35,9.39,11.25,12.37,7904.20
1062.pnml,81.03,12.38,8.36,9.40,11.26,12.38,7840.65
1063.pnml,81.27,12.40,8.37,9.41,11.27,12.40,7783.72
1064.pnml,81.30,12.41,8.38,9.42,11.28,12.41,7754.56
1065.pnml,81.34,12.43,8.39,9.43,11.30,12.43,7686.58
1066.pnml,81.50,12.47,8.41,9.47,11.33,12.47,8016.08
1067.pnml,81.59,12.48,8.42,9.48,11.34,12.48,8029.61
1068.pnml,81.68,12.49,8.43,9.49,11.35,12.49,7718.28
1069.pnml,81.51,12.50,8.44,9.50,11.36,12.50,7871.61
106.pnml,25.52,1.26,0.85,0.95,1.15,1.26,110.75
1070.pnml,81.75,12.51,8.45,9.51,11.37,12.51,8000.13
1071.pnml,81.63,12.52,8.45,9.51,11.38,12.52,7799.80
1072.pnml,81.82,12.53,8.46,9.52,11.39,12.53,7725.66
1073.pnml,81.85,12.54,8.47,9.53,11.40,12.54,7727.73
1074.pnml,82.00,12.55,8.48,9.54,11.41,12.55,7999.48
1075.pnml,82.03,12.56,8.48,9.55,11.42,12.56,7954.84
1076.pnml,82.07,12.57,8.49,9.56,11.43,12.57,7897.56
1077.pnml,82.09,12.58,8.50,9.57,11.44,12.58,8002.30
1078.pnml,82.13,12.59,8.51,9.57,11.46,12.59,8077.14
1079.pnml,82.17,12.61,8.51,9.58,11.47,12.61,8262.23
107.pnml,25.34,1.27,0.86,0.96,1.16,1.27,113.88
1080.pnml,82.20,12.62,8.52,9.59,11.48,12.62,7978.95
1081.pnml,82.23,12.63,8.53,9.60,11.49,12.63,7959.60
1082.pnml,82.26,12.64,8.54,9.61,11.50,12.64,8077.13
1083.pnml,82.29,12.65,8.54,9.62,11.51,12.65,8005.29
1084.pnml,82.33,12.66,8.55,9.62,11.52,12.66,7873.61
1085.pnml,82.36,12.67,8.56,9.63,11.53,12.67,7967.54
1086.pnml,82.38,12.68,8.57,9.64,11.54,12.68,8121.26
1087.pnml,82.57,12.69,8.58,9.65,11.55,12.69,8210.19
1088.pnml,82.45,12.70,8.58,9.66,11.56,12.70,8067.12
1089.pnml,82.61,12.71,8.59,9.67,11.57,12.71,8023.99
108.pnml,25.38,1.28,0.87,0.97,1.17,1.28,112.20
1090.pnml,82.64,12.72,8.60,9.68,11.58,12.72,8474.48
1091.pnml,82.79,12.73,8.61,9.68,11.59,12.73,7989.71
1092.pnml,82.71,12.74,8.61,9.69,11.60,12.74,8232.58
1093.pnml,82.86,12.76,8.62,9.70,11.61,12.76,8327.75
1094.pnml,82.77,12.77,8.63,9.71,11.62,12.77,8113.24
1095.pnml,82.79,12.78,8.64,9.72,11.63,12.78,8079.41
1096.pnml,83.08,12.79,8.64,9.73,11.64,12.79,8341.53
1097.pnml,83.00,12.80,8.65,9.74,11.65,12.80,8060.26
1098.pnml,83.14,12.81,8.66,9.74,11.66,12.81,8219.76
1099.pnml,83.00,12.82,8.67,9.75,11.67,12.82,9352.68
109.pnml,25.66,1.29,0.87,0.98,1.18,1.29,118.27
10.pnml,20.38,0.16,0.10,0.11,0.13,0.14,5.12
1100.pnml,83.08,12.83,8.67,9.76,11.68,12.83,8113.53
1101.pnml,83.25,12.84,8.68,9.77,11.69,12.84,8221.83
1102.pnml,83.20,12.85,8.69,9.78,11.70,12.85,8167.21
1103.pnml,83.31,12.86,8.70,9.79,11.71,12.86,8384.27
1104.pnml,83.35,12.88,8.71,9.80,11.73,12.88,8206.48
1105.pnml,83.28,12.89,8.72,9.81,11.74,12.89,8360.08
1106.pnml,83.39,12.90,8.73,9.82,11.75,12.90,8207.57
1107.pnml,83.57,12.91,8.73,9.83,11.76,12.91,8383.09
1108.pnml,83.71,12.92,8.74,9.84,11.77,12.92,8401.18
1109.pnml,83.76,12.93,8.75,9.84,11.78,12.93,8416.99
110.pnml,25.70,1.30,0.88,0.99,1.19,1.30,121.02
1110.pnml,83.79,12.94,8.76,9.85,11.79,12.94,8299.99
1111.pnml,83.83,12.96,8.76,9.86,11.80,12.96,8435.31
1112.pnml,83.73,12.97,8.77,9.87,11.81,12.97,8300.96
1113.pnml,83.83,12.98,8.78,9.88,11.82,12.98,8366.48
1114.pnml,84.05,12.99,8.79,9.89,11.83,12.99,8602.37
1115.pnml,83.96,13.00,8.80,9.89,11.84,13.00,8473.93
1116.pnml,84.12,13.01,8.80,9.90,11.85,13.01,8519.86
1117.pnml,84.16,13.02,8.81,9.91,11.86,13.02,8620.07
1118.pnml,84.20,13.03,8.82,9.92,11.87,13.03,8584.11
1119.pnml,84.23,13.04,8.83,9.93,11.88,13.04,8505.29
111.pnml,25.64,1.32,0.89,1.00,1.20,1.32,121.78
1120.pnml,84.27,13.05,8.83,9.94,11.89,13.05,8579.98
1121.pnml,84.30,13.06,8.84,9.95,11.90,13.06,8695.73
1122.pnml,84.35,13.07,8.85,9.95,11.91,13.07,8439.89
1123.pnml,84.51,13.08,8.86,9.96,11.93,13.08,8693.87
1124.pnml,84.42,13.10,8.86,9.97,11.94,13.10,8558.26
1125.pnml,84.46,13.11,8.87,9.98,11.95,13.11,8615.21
1126.pnml,84.50,13.12,8.88,9.99,11.96,13.12,8581.72
1127.pnml,84.66,13.13,8.89,10.00,11.97,13.13,10673.94
1128.pnml,84.69,13.14,8.89,10.00,11.98,13.14,8668.34
1129.pnml,84.67,13.15,8.90,10.01,11.99,13.15,8782.51
112.pnml,25.80,1.33,0.90,1.01,1.21,1.33,125.38
1130.pnml,84.89,13.16,8.91,10.02,12.00,13.16,8864.34
1131.pnml,84.75,13.17,8.92,10.03,12.01,13.17,8776.88
1132.pnml,84.96,13.18,8.93,10.04,12.02,13.18,8840.39
1133.pnml,84.89,13.19,8.93,10.05,12.03,13.19,8946.12
1134.pnml,84.93,13.20,8.94,10.06,12.04,13.20,8672.36
1135.pnml,84.96,13.21,8.95,10.06,12.05,13.21,8692.67
1136.pnml,85.10,13.22,8.96,10.07,12.06,13.22,8796.14
1137.pnml,85.27,13.24,8.96,10.08,12.07,13.24,8763.42
1138.pnml,85.18,13.25,8.97,10.09,12.08,13.25,8855.36
1139.pnml,85.21,13.26,8.98,10.10,12.09,13.26,8808.12
113.pnml,25.85,1.35,0.91,1.02,1.22,1.35,122.12
1140.pnml,85.37,13.27,8.99,10.11,12.10,13.27,8875.64
1141.pnml,85.40,13.28,8.99,10.12,12.11,13.28,8797.06
1142.pnml,85.43,13.29,9.00,10.12,12.12,13.29,8773.19
1143.pnml,85.48,13.30,9.01,10.13,12.13,13.30,8902.15
1144.pnml,85.50,13.31,9.02,10.14,12.14,13.31,8762.35
1145.pnml,85.66,13.32,9.02,10.15,12.15,13.32,8949.50
1146.pnml,85.80,13.33,9.03,10.16,12.16,13.33,8999.48
1147.pnml,85.72,13.34,9.04,10.17,12.17,13.34,9278.52
1148.pnml,85.75,13.35,9.05,10.17,12.18,13.35,9024.93
1149.pnml,85.91,13.36,9.05,10.18,12.19,13.36,9010.14
114.pnml,26.01,1.36,0.91,1.03,1.23,1.36,127.93
1150.pnml,85.74,13.38,9.06,10.19,12.20,13.38,8928.84
1151.pnml,85.77,13.39,9.07,10.20,12.21,13.39,8882.35
1152.pnml,86.01,13.40,9.08,10.21,12.22,13.40,9148.85
1153.pnml,86.16,13.41,9.09,10.22,12.23,13.41,9162.15
1154.pnml,86.07,13.42,9.09,10.23,12.24,13.42,9177.33
1155.pnml,86.23,13.43,9.10,10.23,12.25,13.43,9132.66
1156.pnml,86.13,13.44,9.11,10.24,12.27,13.44,9000.56
1157.pnml,86.29,13.45,9.12,10.25,12.28,13.45,8989.20
1158.pnml,86.29,13.46,9.12,10.26,12.29,13.46,9154.13
1159.pnml,86.48,13.47,9.13,10.27,12.30,13.47,9349.41
115.pnml,26.07,1.37,0.92,1.04,1.24,1.37,126.49
1160.pnml,86.52,13.48,9.14,10.28,12.31,13.48,9033.31
1161.pnml,86.29,13.49,9.15,10.28,12.32,13.49,9141.37
1162.pnml,86.45,13.50,9.15,10.29,12.33,13.50,9097.10
1163.pnml,86.49,13.51,9.16,10.30,12.34,13.51,9089.85
1164.pnml,86.64,13.53,9.17,10.31,12.35,13.53,9161.27
1165.pnml,86.80,13.54,9.18,10.32,12.36,13.54,9219.80
1166.pnml,86.71,13.55,9.18,10.33,12.37,13.55,9417.73
1167.pnml,86.87,13.56,9.19,10.34,12.38,13.56,9749.05
1168.pnml,86.89,13.57,9.20,10.34,12.39,13.57,9237.07
1169.pnml,86.80,13.58,9.21,10.35,12.40,13.58,9417.37
116.pnml,26.11,1.38,0.93,1.04,1.25,1.38,129.60
1170.pnml,86.96,13.59,9.22,10.36,12.41,13.59,9276.75
1171.pnml,86.99,13.60,9.22,10.37,12.42,13.60,9235.51
1172.pnml,87.14,13.61,9.23,10.38,12.43,13.61,9522.13
1173.pnml,87.19,13.62,9.24,10.39,12.44,13.62,9485.29
1174.pnml,87.21,13.63,9.25,10.40,12.45,13.63,9339.71
1175.pnml,87.25,13.64,9.25,10.40,12.46,13.64,9437.60
1176.pnml,87.28,13.65,9.26,10.41,12.47,13.65,9274.45
1177.pnml,87.43,13.67,9.27,10.42,12.48,13.67,9517.54
1178.pnml,87.47,13.68,9.28,10.43,12.49,13.68,9413.28
1179.pnml,87.32,13.69,9.28,10.44,12.50,13.69,9498.05
117.pnml,26.03,1.39,0.94,1.05,1.26,1.39,131.45
1180.pnml,87.53,13.70,9.29,10.45,12.51,13.70,9413.23
1181.pnml,87.56,13.71,9.30,10.45,12.52,13.71,9452.43
1182.pnml,87.60,13.72,9.31,10.46,12.53,13.72,9302.57
1183.pnml,87.75,13.73,9.31,10.47,12.54,13.73,9351.01
1184.pnml,87.66,13.74,9.32,10.48,12.55,13.74,9585.02
1185.pnml,87.81,13.75,9.33,10.49,12.56,13.75,9651.38
1186.pnml,87.85,13.76,9.34,10.50,12.57,13.76,9541.59
1187.pnml,87.88,13.77,9.34,10.51,12.58,13.77,9615.61
1188.pnml,87.91,13.78,9.35,10.51,12.59,13.78,9641.05
1189.pnml,87.70,13.79,9.36,10.52,12.61,13.79,9885.84
118.pnml,26.21,1.40,0.95,1.06,1.27,1.40,141.48
1190.pnml,87.98,13.81,9.37,10.53,12.62,13.81,9643.23
1191.pnml,88.14,13.82,9.38,10.54,12.63,13.82,9562.57
1192.pnml,88.16,13.83,9.38,10.55,12.64,13.83,9599.79
1193.pnml,88.19,13.84,9.39,10.56,12.65,13.84,9766.46
1194.pnml,88.35,13.85,9.40,10.56,12.66,13.85,9607.91
1195.pnml,88.39,13.86,9.41,10.57,12.67,13.86,9749.38
1196.pnml,88.29,13.87,9.41,10.58,12.68,13.87,9751.09
1197.pnml,88.29,13.88,9.42,10.59,12.69,13.88,9972.27
1198.pnml,88.48,13.89,9.43,10.60,12.70,13.89,9804.40
1199.pnml,88.52,13.92,9.44,10.62,12.72,13.92,9699.15
119.pnml,26.14,1.41,0.95,1.07,1.28,1.41,140.48
11.pnml,20.38,0.17,0.10,0.11,0.14,0.15,5.78
1200.pnml,88.56,13.95,9.47,10.66,12.75,13.95,9925.10
1201.pnml,88.83,13.97,9.48,10.67,12.76,13.97,9879.23
1202.pnml,88.86,13.98,9.49,10.68,12.77,13.98,9915.84
1203.pnml,88.77,13.99,9.49,10.69,12.78,13.99,9877.94
1204.pnml,88.93,14.00,9.50,10.69,12.79,14.00,9982.67
1205.pnml,88.85,14.01,9.51,10.70,12.80,14.01,9886.28
1206.pnml,89.13,14.02,9.52,10.71,12.81,14.02,10402.32
1207.pnml,89.05,14.03,9.52,10.72,12.82,14.03,9857.28
1208.pnml,89.09,14.04,9.53,10.73,12.84,14.04,9702.45
1209.pnml,89.24,14.05,9.54,10.74,12.85,14.05,9747.19
120.pnml,26.30,1.43,0.96,1.08,1.29,1.43,133.88
1210.pnml,89.15,14.06,9.55,10.75,12.86,14.06,9799.78
1211.pnml,89.14,14.07,9.55,10.75,12.87,14.07,10403.62
1212.pnml,89.23,14.08,9.56,10.76,12.88,14.08,9809.18
1213.pnml,89.18,14.09,9.57,10.77,12.89,14.09,9921.62
1214.pnml,89.18,14.11,9.58,10.78,12.90,14.11,9966.21
1215.pnml,89.35,14.12,9.59,10.79,12.91,14.12,9788.70
1216.pnml,89.50,14.13,9.59,10.80,12.92,14.13,9835.53
1217.pnml,89.37,14.14,9.60,10.80,12.93,14.14,10074.29
1218.pnml,89.58,14.15,9.61,10.81,12.94,14.15,10164.10
1219.pnml,89.74,14.16,9.62,10.82,12.95,14.16,10207.94
121.pnml,26.21,1.44,0.97,1.09,1.30,1.44,145.71
1220.pnml,89.77,14.17,9.62,10.83,12.96,14.17,10265.83
1221.pnml,89.84,14.18,9.63,10.84,12.97,14.18,10021.33
1222.pnml,89.88,14.19,9.64,10.85,12.98,14.19,10604.81
1223.pnml,89.70,14.20,9.65,10.86,12.99,14.20,13255.78
1224.pnml,89.95,14.21,9.65,10.86,13.00,14.21,10370.10
1225.pnml,90.09,14.22,9.66,10.87,13.01,14.22,10244.67
1226.pnml,90.01,14.23,9.67,10.88,13.02,14.23,10421.52
1227.pnml,90.04,14.25,9.68,10.89,13.03,14.25,10272.37
1228.pnml,90.07,14.26,9.68,10.90,13.04,14.26,10159.55
1229.pnml,90.23,14.27,9.69,10.91,13.05,14.27,10305.29
122.pnml,26.40,1.45,0.98,1.10,1.32,1.45,139.17
1230.pnml,90.03,14.28,9.70,10.92,13.06,14.28,10394.92
1231.pnml,90.30,14.29,9.71,10.92,13.07,14.29,10383.68
1232.pnml,90.44,14.30,9.71,10.93,13.08,14.30,10215.30
1233.pnml,90.35,14.31,9.72,10.94,13.09,14.31,10489.55
1234.pnml,90.39,14.32,9.73,10.95,13.10,14.32,10295.57
1235.pnml,90.42,14.33,9.74,10.96,13.11,14.33,10310.91
1236.pnml,90.45,14.34,9.75,10.97,13.12,14.34,10543.39
1237.pnml,90.61,14.35,9.75,10.97,13.13,14.35,10413.62
1238.pnml,90.46,14.36,9.76,10.98,13.14,14.36,10321.61
1239.pnml,90.80,14.37,9.77,10.99,13.15,14.37,10748.35
123.pnml,26.80,1.46,0.98,1.10,1.33,1.46,144.14
1240.pnml,90.51,14.38,9.78,11.00,13.16,14.38,10633.65
1241.pnml,90.86,14.40,9.78,11.01,13.17,14.40,10710.27
1242.pnml,90.77,14.41,9.79,11.02,13.19,14.41,10541.41
1243.pnml,90.93,14.42,9.81,11.03,13.20,14.42,10502.27
1244.pnml,91.09,14.43,9.81,11.04,13.21,14.43,10647.07
1245.pnml,91.12,14.45,9.82,11.05,13.22,14.45,10542.85
1246.pnml,90.92,14.46,9.83,11.06,13.23,14.46,10711.29
1247.pnml,91.08,14.47,9.84,11.07,13.24,14.47,10613.14
1248.pnml,91.22,14.48,9.84,11.08,13.25,14.48,10730.57
1249.pnml,91.26,14.49,9.85,11.08,13.26,14.49,10633.71
124.pnml,26.84,1.47,0.99,1.11,1.34,1.47,151.60
1250.pnml,91.29,14.50,9.86,11.09,13.27,14.50,10692.12
1251.pnml,91.43,14.51,9.87,11.10,13.28,14.51,10553.93
1252.pnml,91.35,14.52,9.87,11.11,13.30,14.52,10647.75
1253.pnml,91.38,14.53,9.88,11.12,13.31,14.53,10656.38
1254.pnml,91.54,14.54,9.89,11.13,13.32,14.54,10632.69
1255.pnml,91.57,14.55,9.90,11.13,13.33,14.55,10628.03
1256.pnml,91.60,14.56,9.91,11.14,13.34,14.56,10834.05
1257.pnml,91.63,14.57,9.91,11.15,13.35,14.57,10850.77
1258.pnml,91.62,14.59,9.92,11.16,13.36,14.59,10516.59
1259.pnml,91.65,14.60,9.93,11.17,13.37,14.60,10719.17
125.pnml,27.12,1.48,1.00,1.13,1.35,1.48,149.34
1260.pnml,91.86,14.61,9.94,11.18,13.38,14.61,10665.85
1261.pnml,91.88,14.62,9.94,11.19,13.39,14.62,10776.94
1262.pnml,91.92,14.63,9.95,11.19,13.40,14.63,10538.39
1263.pnml,91.96,14.64,9.96,11.20,13.41,14.64,10787.16
1264.pnml,92.09,14.65,9.97,11.21,13.42,14.65,14502.67
1265.pnml,92.01,14.66,9.97,11.22,13.43,14.66,10671.30
1266.pnml,92.00,14.67,9.98,11.23,13.44,14.67,10633.04
1267.pnml,92.21,14.68,9.99,11.24,13.45,14.68,10947.51
1268.pnml,92.36,14.69,10.00,11.25,13.46,14.69,10909.20
1269.pnml,92.25,14.70,10.00,11.25,13.47,14.70,10732.63
126.pnml,27.16,1.50,1.01,1.13,1.36,1.50,150.56
1270.pnml,92.43,14.71,10.01,11.26,13.48,14.71,11119.18
1271.pnml,92.33,14.73,10.02,11.27,13.49,14.73,10895.52
1272.pnml,92.38,14.74,10.03,11.28,13.50,14.74,11215.26
1273.pnml,92.64,14.75,10.03,11.29,13.51,14.75,11111.49
1274.pnml,92.68,14.76,10.04,11.30,13.52,14.76,10984.62
1275.pnml,92.58,14.77,10.05,11.30,13.53,14.77,10758.77
1276.pnml,92.74,14.78,10.06,11.31,13.54,14.78,11123.10
1277.pnml,92.78,14.79,10.07,11.32,13.55,14.79,11288.59
1278.pnml,92.81,14.80,10.07,11.33,13.56,14.80,11135.69
1279.pnml,92.97,14.81,10.08,11.34,13.57,14.81,10852.77
127.pnml,26.99,1.51,1.02,1.14,1.37,1.51,149.43
1280.pnml,92.85,14.82,10.09,11.35,13.58,14.82,10996.36
1281.pnml,93.03,14.83,10.10,11.36,13.59,14.83,11141.30
1282.pnml,92.96,14.84,10.10,11.36,13.60,14.84,11296.59
1283.pnml,92.85,14.85,10.11,11.37,13.61,14.85,11178.92
1284.pnml,93.11,14.86,10.12,11.38,13.63,14.86,11321.01
1285.pnml,93.16,14.88,10.13,11.39,13.64,14.88,11017.20
1286.pnml,93.33,14.89,10.13,11.40,13.65,14.89,11197.12
1287.pnml,93.23,14.90,10.14,11.41,13.66,14.90,12769.30
1288.pnml,93.27,14.91,10.15,11.41,13.67,14.91,11282.60
1289.pnml,93.43,14.92,10.16,11.42,13.68,14.92,11378.97
128.pnml,27.22,1.52,1.03,1.15,1.38,1.52,155.87
1290.pnml,93.47,14.93,10.16,11.43,13.69,14.93,11284.16
1291.pnml,93.39,14.94,10.17,11.44,13.70,14.94,11075.76
1292.pnml,93.55,14.95,10.18,11.45,13.71,14.95,11311.29
1293.pnml,93.58,14.96,10.19,11.46,13.72,14.96,11267.77
1294.pnml,93.61,14.97,10.20,11.47,13.73,14.97,11326.39
1295.pnml,93.67,14.98,10.20,11.47,13.74,14.98,11562.96
1296.pnml,93.70,14.99,10.21,11.48,13.75,14.99,11374.46
1297.pnml,93.86,15.00,10.22,11.49,13.76,15.00,11194.00
1298.pnml,93.89,15.02,10.23,11.50,13.77,15.02,11866.33
1299.pnml,93.74,15.03,10.23,11.51,13.78,15.03,11238.81
129.pnml,27.25,1.53,1.03,1.16,1.39,1.53,153.96
12.pnml,20.50,0.18,0.11,0.12,0.15,0.16,6.27
1300.pnml,93.87,15.04,10.24,11.52,13.79,15.04,11447.98
1301.pnml,94.04,15.05,10.25,11.53,13.80,15.05,11449.23
1302.pnml,94.07,15.06,10.26,11.53,13.81,15.06,11544.32
1303.pnml,94.07,15.07,10.26,11.54,13.82,15.07,11348.50
1304.pnml,94.00,15.08,10.27,11.55,13.83,15.08,11706.61
1305.pnml,94.16,15.09,10.28,11.56,13.84,15.09,11457.83
1306.pnml,94.23,15.10,10.29,11.57,13.85,15.10,11454.71
1307.pnml,94.35,15.11,10.29,11.58,13.86,15.11,11438.94
1308.pnml,94.39,15.12,10.30,11.58,13.87,15.12,12039.71
1309.pnml,94.42,15.13,10.31,11.59,13.88,15.13,11738.79
130.pnml,27.28,1.54,1.04,1.17,1.40,1.54,156.48
1310.pnml,94.58,15.14,10.32,11.60,13.89,15.14,11629.71
1311.pnml,94.49,15.16,10.32,11.61,13.90,15.16,11554.21
1312.pnml,94.64,15.17,10.33,11.62,13.91,15.17,11432.01
1313.pnml,94.81,15.18,10.34,11.63,13.92,15.18,11607.62
1314.pnml,94.71,15.19,10.35,11.64,13.93,15.19,11599.60
1315.pnml,94.62,15.20,10.36,11.64,13.94,15.20,11690.03
1316.pnml,94.65,15.21,10.36,11.65,13.95,15.21,11965.22
1317.pnml,94.81,15.22,10.37,11.66,13.97,15.22,12128.69
1318.pnml,94.96,15.23,10.38,11.67,13.98,15.23,11630.13
1319.pnml,94.87,15.24,10.39,11.68,13.99,15.24,12177.69
131.pnml,27.32,1.55,1.05,1.18,1.41,1.55,160.59
1320.pnml,95.14,15.25,10.39,11.69,14.00,15.25,11900.40
1321.pnml,95.05,15.26,10.40,11.69,14.01,15.26,11612.46
1322.pnml,95.09,15.27,10.41,11.70,14.02,15.27,11751.90
1323.pnml,95.25,15.28,10.42,11.71,14.03,15.28,11830.64
1324.pnml,95.28,15.30,10.42,11.72,14.04,15.30,11852.71
1325.pnml,95.31,15.31,10.43,11.73,14.05,15.31,11849.66
1326.pnml,95.35,15.32,10.44,11.74,14.06,15.32,12410.88
1327.pnml,95.29,15.33,10.45,11.75,14.07,15.33,11969.35
1328.pnml,95.52,15.34,10.45,11.75,14.08,15.34,12159.64
1329.pnml,95.44,15.35,10.46,11.76,14.09,15.35,11868.79
132.pnml,27.48,1.56,1.06,1.19,1.42,1.56,159.47
1330.pnml,95.59,15.36,10.47,11.77,14.10,15.36,11897.55
1331.pnml,95.63,15.37,10.48,11.78,14.11,15.37,11909.85
1332.pnml,95.66,15.38,10.49,11.79,14.12,15.38,11833.60
1333.pnml,95.68,15.39,10.49,11.80,14.13,15.39,11782.44
1334.pnml,95.85,15.40,10.50,11.81,14.14,15.40,11959.51
1335.pnml,95.89,15.41,10.51,11.81,14.15,15.41,11944.66
1336.pnml,95.91,15.42,10.52,11.82,14.16,15.42,12207.32
1337.pnml,95.95,15.43,10.52,11.83,14.17,15.43,12341.52
1338.pnml,96.03,15.45,10.53,11.84,14.18,15.45,12000.27
1339.pnml,96.14,15.46,10.54,11.85,14.19,15.46,11936.47
133.pnml,27.52,1.57,1.06,1.19,1.43,1.57,162.03
1340.pnml,96.16,15.47,10.55,11.86,14.20,15.47,12484.67
1341.pnml,96.04,15.48,10.55,11.86,14.21,15.48,12335.41
1342.pnml,96.23,15.49,10.56,11.87,14.22,15.49,12255.50
1343.pnml,96.40,15.50,10.57,11.88,14.23,15.50,12234.32
1344.pnml,96.41,15.51,10.58,11.89,14.24,15.51,12293.06
1345.pnml,96.45,15.52,10.58,11.90,14.25,15.52,12113.15
1346.pnml,96.48,15.53,10.59,11.91,14.26,15.53,12204.75
1347.pnml,96.52,15.54,10.60,11.92,14.27,15.54,12291.13
1348.pnml,96.55,15.55,10.61,11.92,14.28,15.55,12211.02
1349.pnml,96.71,15.56,10.62,11.93,14.29,15.56,12520.93
