file_name,mem_usage_mb,peak_mem_mb,avg_mem_overall_mb,time_ms
bpic12.pnml,20.12,0.16,0.09,4.99
bpic13cp.pnml,19.86,0.07,0.03,1.59
bpic13inc.pnml,19.86,0.08,0.03,1.64
bpic14f.pnml,20.23,0.11,0.05,2.88
bpic151f.pnml,20.86,0.27,0.14,7.03
bpic152f.pnml,21.36,0.38,0.21,13.12
bpic153f.pnml,21.36,0.36,0.19,11.37
bpic154f.pnml,21.11,0.33,0.18,9.01
bpic155f.pnml,20.98,0.29,0.16,7.78
bpic17.pnml,20.36,0.17,0.09,4.68
rtfmp.pnml,19.99,0.10,0.04,2.47
sepsis.pnml,20.11,0.12,0.06,3.15
