file_name,mem_usage_mb,time_ms
T1a_augmented_test_248.pnml,24.70,160.18
T1a_augmented_test_249.pnml,24.70,152.09
T1a_augmented_test_24.pnml,19.69,2.95
T1a_augmented_test_250.pnml,24.82,158.43
T1a_augmented_test_251.pnml,24.82,151.27
T1a_augmented_test_252.pnml,24.82,157.48
T1a_augmented_test_253.pnml,24.82,154.64
T1a_augmented_test_254.pnml,24.82,159.42
T1a_augmented_test_255.pnml,24.82,152.72
T1a_augmented_test_256.pnml,24.95,161.53
T1a_augmented_test_257.pnml,24.95,163.07
T1a_augmented_test_258.pnml,24.95,165.89
T1a_augmented_test_259.pnml,24.95,176.60
T1a_augmented_test_25.pnml,19.70,3.63
T1a_augmented_test_260.pnml,24.95,164.45
T1a_augmented_test_261.pnml,25.07,172.45
T1a_augmented_test_262.pnml,25.07,164.24
T1a_augmented_test_263.pnml,25.07,173.13
T1a_augmented_test_264.pnml,25.07,192.97
T1a_augmented_test_265.pnml,25.07,167.67
T1a_augmented_test_266.pnml,25.20,211.02
T1a_augmented_test_267.pnml,25.20,178.34
T1a_augmented_test_268.pnml,25.00,174.46
T1a_augmented_test_269.pnml,25.20,176.51
T1a_augmented_test_26.pnml,19.70,3.15
T1a_augmented_test_270.pnml,25.20,179.34
T1a_augmented_test_271.pnml,25.20,179.95
T1a_augmented_test_272.pnml,25.32,178.36
T1a_augmented_test_273.pnml,25.45,181.57
T1a_augmented_test_274.pnml,25.33,180.88
T1a_augmented_test_275.pnml,25.32,185.06
T1a_augmented_test_276.pnml,25.32,189.61
T1a_augmented_test_277.pnml,25.32,188.44
T1a_augmented_test_278.pnml,25.45,188.84
T1a_augmented_test_279.pnml,25.45,193.09
T1a_augmented_test_27.pnml,19.70,3.28
T1a_augmented_test_280.pnml,25.45,191.96
T1a_augmented_test_281.pnml,25.45,190.66
T1a_augmented_test_282.pnml,25.45,188.83
T1a_augmented_test_283.pnml,25.57,199.57
T1a_augmented_test_284.pnml,25.57,202.16
T1a_augmented_test_285.pnml,25.57,198.47
T1a_augmented_test_286.pnml,25.57,202.52
T1a_augmented_test_287.pnml,25.57,208.58
T1a_augmented_test_288.pnml,25.58,201.17
T1a_augmented_test_289.pnml,25.82,195.31
T1a_augmented_test_28.pnml,19.43,3.53
T1a_augmented_test_290.pnml,25.62,203.59
T1a_augmented_test_291.pnml,25.70,206.91
T1a_augmented_test_292.pnml,25.70,216.12
T1a_augmented_test_293.pnml,25.70,215.76
T1a_augmented_test_294.pnml,25.82,205.28
T1a_augmented_test_295.pnml,25.82,218.03
T1a_augmented_test_296.pnml,25.82,215.43
T1a_augmented_test_297.pnml,25.82,208.00
T1a_augmented_test_298.pnml,25.82,214.73
T1a_augmented_test_299.pnml,25.82,221.40
T1a_augmented_test_29.pnml,19.43,3.76
T1a_augmented_test_2.pnml,19.20,0.51
T1a_augmented_test_300.pnml,25.82,217.73
T1a_augmented_test_301.pnml,25.95,229.23
T1a_augmented_test_302.pnml,25.95,231.17
T1a_augmented_test_303.pnml,25.95,222.28
T1a_augmented_test_304.pnml,25.95,221.92
T1a_augmented_test_305.pnml,26.07,230.20
T1a_augmented_test_306.pnml,26.07,220.93
T1a_augmented_test_307.pnml,26.07,238.45
T1a_augmented_test_308.pnml,25.82,228.59
T1a_augmented_test_309.pnml,26.20,231.17
T1a_augmented_test_30.pnml,19.44,3.79
T1a_augmented_test_310.pnml,26.07,228.63
T1a_augmented_test_311.pnml,26.20,229.59
T1a_augmented_test_312.pnml,26.20,241.88
T1a_augmented_test_313.pnml,26.20,241.88
T1a_augmented_test_314.pnml,26.20,243.30
T1a_augmented_test_315.pnml,26.00,247.98
T1a_augmented_test_316.pnml,26.20,243.80
T1a_augmented_test_317.pnml,26.32,242.98
T1a_augmented_test_318.pnml,26.32,243.44
T1a_augmented_test_319.pnml,26.32,248.27
T1a_augmented_test_31.pnml,19.45,4.03
T1a_augmented_test_320.pnml,26.32,254.47
T1a_augmented_test_321.pnml,26.45,239.61
T1a_augmented_test_322.pnml,26.44,246.09
T1a_augmented_test_323.pnml,26.45,240.75
T1a_augmented_test_324.pnml,26.45,265.05
T1a_augmented_test_325.pnml,26.45,264.64
T1a_augmented_test_326.pnml,26.45,246.90
T1a_augmented_test_327.pnml,26.57,254.45
T1a_augmented_test_328.pnml,26.45,255.63
T1a_augmented_test_329.pnml,26.57,251.15
T1a_augmented_test_32.pnml,19.45,4.16
T1a_augmented_test_330.pnml,26.57,269.93
T1a_augmented_test_331.pnml,26.57,267.03
T1a_augmented_test_332.pnml,26.70,274.05
T1a_augmented_test_333.pnml,26.57,273.44
T1a_augmented_test_334.pnml,26.70,266.05
T1a_augmented_test_335.pnml,26.70,286.41
T1a_augmented_test_336.pnml,26.70,276.62
T1a_augmented_test_337.pnml,26.70,271.60
T1a_augmented_test_338.pnml,26.82,276.69
T1a_augmented_test_339.pnml,26.82,275.71
T1a_augmented_test_33.pnml,19.46,5.06
T1a_augmented_test_340.pnml,26.82,271.33
T1a_augmented_test_341.pnml,26.82,279.94
T1a_augmented_test_342.pnml,26.82,276.15
T1a_augmented_test_343.pnml,26.82,278.48
T1a_augmented_test_344.pnml,26.81,305.03
T1a_augmented_test_345.pnml,27.07,282.24
T1a_augmented_test_346.pnml,26.95,284.18
T1a_augmented_test_347.pnml,26.95,301.34
T1a_augmented_test_348.pnml,26.95,297.53
T1a_augmented_test_349.pnml,27.07,293.70
T1a_augmented_test_34.pnml,19.46,4.68
T1a_augmented_test_350.pnml,27.07,288.71
T1a_augmented_test_351.pnml,27.07,294.55
T1a_augmented_test_352.pnml,27.07,293.33
T1a_augmented_test_353.pnml,27.20,301.06
T1a_augmented_test_354.pnml,27.00,308.35
T1a_augmented_test_355.pnml,27.12,294.01
T1a_augmented_test_356.pnml,27.20,292.59
T1a_augmented_test_357.pnml,27.20,301.90
T1a_augmented_test_358.pnml,27.20,314.46
T1a_augmented_test_359.pnml,27.20,315.08
T1a_augmented_test_35.pnml,19.46,4.75
T1a_augmented_test_360.pnml,27.20,308.31
T1a_augmented_test_361.pnml,27.32,313.48
T1a_augmented_test_362.pnml,27.32,316.12
T1a_augmented_test_363.pnml,27.32,317.23
T1a_augmented_test_364.pnml,27.25,316.45
T1a_augmented_test_365.pnml,27.32,331.40
T1a_augmented_test_366.pnml,27.45,329.79
T1a_augmented_test_367.pnml,27.45,337.89
T1a_augmented_test_368.pnml,27.45,327.29
T1a_augmented_test_369.pnml,27.20,337.65
T1a_augmented_test_36.pnml,19.47,5.25
T1a_augmented_test_370.pnml,27.44,325.34
T1a_augmented_test_371.pnml,27.57,335.75
T1a_augmented_test_372.pnml,27.57,336.54
T1a_augmented_test_373.pnml,27.57,335.72
T1a_augmented_test_374.pnml,27.57,345.94
T1a_augmented_test_375.pnml,27.57,334.97
T1a_augmented_test_376.pnml,27.57,348.37
T1a_augmented_test_377.pnml,27.70,348.26
T1a_augmented_test_378.pnml,27.70,337.29
T1a_augmented_test_379.pnml,27.70,354.31
T1a_augmented_test_37.pnml,19.48,5.12
T1a_augmented_test_380.pnml,27.70,360.15
T1a_augmented_test_381.pnml,27.70,343.88
T1a_augmented_test_382.pnml,27.82,363.21
T1a_augmented_test_383.pnml,27.70,349.19
T1a_augmented_test_384.pnml,27.72,356.96
T1a_augmented_test_385.pnml,27.82,351.12
T1a_augmented_test_386.pnml,27.95,365.41
T1a_augmented_test_387.pnml,27.82,365.45
T1a_augmented_test_388.pnml,27.86,368.29
T1a_augmented_test_389.pnml,27.95,351.24
T1a_augmented_test_38.pnml,19.49,5.72
T1a_augmented_test_390.pnml,27.95,372.76
T1a_augmented_test_391.pnml,27.75,367.24
T1a_augmented_test_392.pnml,27.95,386.30
T1a_augmented_test_393.pnml,27.95,355.53
T1a_augmented_test_394.pnml,28.07,364.86
T1a_augmented_test_395.pnml,27.95,385.55
T1a_augmented_test_396.pnml,28.07,381.96
T1a_augmented_test_397.pnml,28.07,363.90
T1a_augmented_test_398.pnml,28.07,390.97
T1a_augmented_test_399.pnml,28.18,384.38
T1a_augmented_test_39.pnml,19.49,6.25
T1a_augmented_test_3.pnml,19.20,0.63
T1a_augmented_test_400.pnml,28.07,382.32
T1a_augmented_test_401.pnml,28.20,386.05
T1a_augmented_test_402.pnml,28.20,381.58
T1a_augmented_test_403.pnml,28.20,400.67
T1a_augmented_test_404.pnml,28.32,393.56
T1a_augmented_test_405.pnml,28.32,413.77
T1a_augmented_test_406.pnml,28.32,395.51
T1a_augmented_test_407.pnml,28.20,430.25
T1a_augmented_test_408.pnml,28.32,397.81
T1a_augmented_test_409.pnml,28.45,400.86
T1a_augmented_test_40.pnml,19.49,6.07
T1a_augmented_test_410.pnml,28.32,394.12
T1a_augmented_test_411.pnml,28.32,392.58
T1a_augmented_test_412.pnml,28.45,419.32
T1a_augmented_test_413.pnml,28.45,516.19
T1a_augmented_test_414.pnml,28.45,409.43
T1a_augmented_test_415.pnml,28.57,413.47
T1a_augmented_test_416.pnml,28.45,420.77
T1a_augmented_test_417.pnml,28.57,417.91
T1a_augmented_test_418.pnml,28.57,416.12
T1a_augmented_test_419.pnml,28.57,425.37
T1a_augmented_test_41.pnml,19.50,6.41
T1a_augmented_test_420.pnml,28.57,440.85
T1a_augmented_test_421.pnml,28.70,435.48
T1a_augmented_test_422.pnml,28.70,432.63
T1a_augmented_test_423.pnml,28.70,473.76
T1a_augmented_test_424.pnml,28.70,425.20
T1a_augmented_test_425.pnml,28.70,476.70
T1a_augmented_test_426.pnml,28.82,449.78
T1a_augmented_test_427.pnml,28.82,436.41
T1a_augmented_test_428.pnml,28.82,447.58
T1a_augmented_test_429.pnml,28.82,444.88
T1a_augmented_test_42.pnml,19.51,6.29
T1a_augmented_test_430.pnml,28.82,442.26
T1a_augmented_test_431.pnml,28.82,452.82
T1a_augmented_test_432.pnml,28.95,436.69
T1a_augmented_test_433.pnml,29.07,443.33
T1a_augmented_test_434.pnml,28.94,451.56
T1a_augmented_test_435.pnml,29.07,470.15
T1a_augmented_test_436.pnml,28.95,449.40
T1a_augmented_test_437.pnml,29.07,485.20
T1a_augmented_test_438.pnml,29.07,476.35
T1a_augmented_test_439.pnml,29.07,447.59
T1a_augmented_test_43.pnml,19.27,6.62
T1a_augmented_test_440.pnml,29.20,469.40
T1a_augmented_test_441.pnml,29.07,445.09
T1a_augmented_test_442.pnml,29.07,465.66
T1a_augmented_test_443.pnml,29.20,463.87
T1a_augmented_test_444.pnml,29.20,465.38
T1a_augmented_test_445.pnml,29.20,483.45
T1a_augmented_test_446.pnml,29.20,490.77
T1a_augmented_test_447.pnml,29.20,479.94
T1a_augmented_test_448.pnml,29.32,475.28
T1a_augmented_test_449.pnml,29.32,493.26
T1a_augmented_test_44.pnml,19.53,7.40
T1a_augmented_test_450.pnml,29.32,501.99
T1a_augmented_test_451.pnml,29.32,477.98
T1a_augmented_test_452.pnml,29.32,476.38
T1a_augmented_test_453.pnml,29.32,508.31
T1a_augmented_test_454.pnml,29.45,488.52
T1a_augmented_test_455.pnml,29.45,509.31
T1a_augmented_test_456.pnml,29.45,476.66
T1a_augmented_test_457.pnml,29.45,476.67
T1a_augmented_test_458.pnml,29.45,491.56
T1a_augmented_test_459.pnml,29.45,518.26
T1a_augmented_test_45.pnml,19.53,6.89
T1a_augmented_test_460.pnml,29.57,500.73
T1a_augmented_test_461.pnml,29.57,715.98
T1a_augmented_test_462.pnml,29.57,504.05
T1a_augmented_test_463.pnml,29.57,519.61
T1a_augmented_test_464.pnml,29.57,518.54
T1a_augmented_test_465.pnml,29.57,508.69
T1a_augmented_test_466.pnml,29.70,537.72
T1a_augmented_test_467.pnml,29.70,505.90
T1a_augmented_test_468.pnml,29.48,529.21
T1a_augmented_test_469.pnml,29.70,534.26
T1a_augmented_test_46.pnml,19.54,7.25
T1a_augmented_test_470.pnml,29.82,529.32
T1a_augmented_test_471.pnml,29.82,523.82
T1a_augmented_test_472.pnml,29.82,539.80
T1a_augmented_test_473.pnml,29.82,537.08
T1a_augmented_test_474.pnml,29.82,539.83
T1a_augmented_test_475.pnml,29.82,541.84
T1a_augmented_test_476.pnml,29.94,528.14
T1a_augmented_test_477.pnml,29.95,534.71
T1a_augmented_test_478.pnml,29.95,524.67
T1a_augmented_test_479.pnml,29.95,543.89
T1a_augmented_test_47.pnml,19.54,7.41
T1a_augmented_test_480.pnml,29.95,586.08
T1a_augmented_test_481.pnml,30.07,686.78
T1a_augmented_test_482.pnml,29.95,582.66
T1a_augmented_test_483.pnml,30.08,550.42
T1a_augmented_test_484.pnml,30.07,565.40
T1a_augmented_test_485.pnml,30.07,542.57
T1a_augmented_test_486.pnml,30.07,539.51
T1a_augmented_test_487.pnml,30.20,621.82
T1a_augmented_test_488.pnml,30.20,588.37
T1a_augmented_test_489.pnml,30.20,559.25
T1a_augmented_test_48.pnml,19.55,7.81
T1a_augmented_test_490.pnml,30.20,547.52
T1a_augmented_test_491.pnml,30.20,575.54
T1a_augmented_test_492.pnml,30.32,588.98
T1a_augmented_test_493.pnml,30.32,559.01
T1a_augmented_test_494.pnml,30.32,568.99
T1a_augmented_test_495.pnml,30.32,560.38
T1a_augmented_test_496.pnml,30.32,599.32
T1a_augmented_test_497.pnml,30.32,579.49
T1a_augmented_test_498.pnml,30.45,585.98
T1a_augmented_test_499.pnml,30.45,584.86
T1a_augmented_test_49.pnml,19.55,8.22
T1a_augmented_test_4.pnml,19.20,0.78
T1a_augmented_test_500.pnml,30.45,589.57
T1a_augmented_test_501.pnml,30.45,595.22
T1a_augmented_test_502.pnml,30.45,609.22
T1a_augmented_test_503.pnml,30.45,594.35
T1a_augmented_test_504.pnml,30.45,624.35
T1a_augmented_test_505.pnml,30.57,618.71
T1a_augmented_test_506.pnml,30.57,652.31
T1a_augmented_test_507.pnml,30.57,597.58
T1a_augmented_test_508.pnml,30.57,641.76
T1a_augmented_test_509.pnml,30.70,639.45
T1a_augmented_test_50.pnml,19.56,8.53
T1a_augmented_test_510.pnml,30.70,638.69
T1a_augmented_test_511.pnml,30.70,631.73
T1a_augmented_test_512.pnml,30.70,656.58
T1a_augmented_test_513.pnml,30.70,617.60
T1a_augmented_test_514.pnml,30.70,620.28
T1a_augmented_test_515.pnml,30.70,597.69
T1a_augmented_test_516.pnml,30.82,640.71
T1a_augmented_test_517.pnml,30.70,620.65
T1a_augmented_test_518.pnml,30.82,633.98
T1a_augmented_test_519.pnml,30.94,623.64
T1a_augmented_test_51.pnml,19.35,8.66
T1a_augmented_test_520.pnml,30.95,628.38
T1a_augmented_test_521.pnml,30.95,664.58
T1a_augmented_test_522.pnml,30.94,629.89
T1a_augmented_test_523.pnml,30.95,650.57
T1a_augmented_test_524.pnml,30.94,655.78
T1a_augmented_test_525.pnml,30.95,676.29
T1a_augmented_test_526.pnml,31.07,687.08
T1a_augmented_test_527.pnml,31.20,636.31
T1a_augmented_test_528.pnml,31.07,694.46
T1a_augmented_test_529.pnml,31.07,632.11
T1a_augmented_test_52.pnml,19.69,10.30
T1a_augmented_test_530.pnml,31.07,645.19
T1a_augmented_test_531.pnml,31.07,645.81
T1a_augmented_test_532.pnml,31.07,678.81
T1a_augmented_test_533.pnml,31.20,643.36
T1a_augmented_test_534.pnml,31.20,651.42
T1a_augmented_test_535.pnml,31.32,687.31
T1a_augmented_test_536.pnml,31.32,684.49
T1a_augmented_test_537.pnml,31.32,654.77
T1a_augmented_test_538.pnml,31.32,680.36
T1a_augmented_test_539.pnml,31.32,671.20
T1a_augmented_test_53.pnml,19.57,10.93
T1a_augmented_test_540.pnml,31.32,676.16
T1a_augmented_test_541.pnml,31.45,696.07
T1a_augmented_test_542.pnml,31.32,706.72
T1a_augmented_test_543.pnml,31.32,674.05
T1a_augmented_test_544.pnml,31.45,742.87
T1a_augmented_test_545.pnml,31.32,713.29
T1a_augmented_test_546.pnml,31.45,724.58
T1a_augmented_test_547.pnml,31.45,698.01
T1a_augmented_test_548.pnml,31.57,727.03
T1a_augmented_test_549.pnml,31.57,717.57
T1a_augmented_test_54.pnml,19.70,12.17
T1a_augmented_test_550.pnml,31.57,716.46
T1a_augmented_test_551.pnml,31.57,712.16
T1a_augmented_test_552.pnml,31.57,703.72
T1a_augmented_test_553.pnml,31.69,722.31
T1a_augmented_test_554.pnml,31.70,721.41
T1a_augmented_test_555.pnml,31.70,745.67
T1a_augmented_test_556.pnml,31.70,751.78
T1a_augmented_test_557.pnml,31.70,705.27
T1a_augmented_test_558.pnml,31.57,734.19
T1a_augmented_test_559.pnml,31.82,1004.63
T1a_augmented_test_55.pnml,19.59,12.01
T1a_augmented_test_560.pnml,31.82,743.97
T1a_augmented_test_561.pnml,31.70,716.65
T1a_augmented_test_562.pnml,31.82,787.77
T1a_augmented_test_563.pnml,31.82,723.73
T1a_augmented_test_564.pnml,32.07,750.32
T1a_augmented_test_565.pnml,31.95,749.51
T1a_augmented_test_566.pnml,31.95,764.03
T1a_augmented_test_567.pnml,31.95,774.93
T1a_augmented_test_568.pnml,31.88,769.79
T1a_augmented_test_569.pnml,31.95,757.67
T1a_augmented_test_56.pnml,19.59,13.03
T1a_augmented_test_570.pnml,32.07,777.18
T1a_augmented_test_571.pnml,32.07,761.76
T1a_augmented_test_572.pnml,32.07,788.60
T1a_augmented_test_573.pnml,32.07,773.35
T1a_augmented_test_574.pnml,32.20,812.80
T1a_augmented_test_575.pnml,32.12,815.04
T1a_augmented_test_576.pnml,32.20,812.28
T1a_augmented_test_577.pnml,32.19,815.62
T1a_augmented_test_578.pnml,32.20,836.16
T1a_augmented_test_579.pnml,32.20,808.58
T1a_augmented_test_57.pnml,19.60,14.72
T1a_augmented_test_580.pnml,32.32,795.34
T1a_augmented_test_581.pnml,32.32,761.08
T1a_augmented_test_582.pnml,32.32,830.03
T1a_augmented_test_583.pnml,32.32,789.72
T1a_augmented_test_584.pnml,32.32,783.42
T1a_augmented_test_585.pnml,32.45,840.91
T1a_augmented_test_586.pnml,32.20,852.61
T1a_augmented_test_587.pnml,32.45,845.18
T1a_augmented_test_588.pnml,32.45,825.32
T1a_augmented_test_589.pnml,32.44,829.70
T1a_augmented_test_58.pnml,19.61,13.36
T1a_augmented_test_590.pnml,32.44,834.66
T1a_augmented_test_591.pnml,32.57,863.29
T1a_augmented_test_592.pnml,32.57,848.50
T1a_augmented_test_593.pnml,32.70,858.53
T1a_augmented_test_594.pnml,32.57,850.10
T1a_augmented_test_595.pnml,32.57,862.47
T1a_augmented_test_596.pnml,32.57,873.73
T1a_augmented_test_597.pnml,32.70,860.41
T1a_augmented_test_598.pnml,32.82,824.14
T1a_augmented_test_599.pnml,32.70,876.79
T1a_augmented_test_59.pnml,19.61,13.89
T1a_augmented_test_5.pnml,19.20,0.81
T1a_augmented_test_600.pnml,32.70,846.93
T1a_augmented_test_601.pnml,32.70,847.38
T1a_augmented_test_602.pnml,32.70,856.27
T1a_augmented_test_603.pnml,32.57,875.49
T1a_augmented_test_604.pnml,32.69,885.29
T1a_augmented_test_605.pnml,32.70,901.75
T1a_augmented_test_606.pnml,32.82,854.15
T1a_augmented_test_607.pnml,32.82,927.07
T1a_augmented_test_608.pnml,32.95,874.95
T1a_augmented_test_609.pnml,32.95,892.10
T1a_augmented_test_60.pnml,19.62,13.12
T1a_augmented_test_610.pnml,32.95,888.29
T1a_augmented_test_611.pnml,32.95,857.19
T1a_augmented_test_612.pnml,32.95,921.57
T1a_augmented_test_613.pnml,32.82,917.17
T1a_augmented_test_614.pnml,33.08,894.43
T1a_augmented_test_615.pnml,33.07,896.97
T1a_augmented_test_616.pnml,33.07,891.46
T1a_augmented_test_617.pnml,33.07,884.95
T1a_augmented_test_618.pnml,33.07,925.52
T1a_augmented_test_619.pnml,33.20,878.72
T1a_augmented_test_61.pnml,19.62,14.41
T1a_augmented_test_620.pnml,33.07,951.54
T1a_augmented_test_621.pnml,33.07,929.90
T1a_augmented_test_622.pnml,33.20,955.25
