file_name,mem_usage_mb,time_ms
T1a_augmented_test_5.pnml,19.18,0.64
T1a_augmented_test_600.pnml,32.06,32.36
T1a_augmented_test_601.pnml,31.93,29.97
T1a_augmented_test_602.pnml,32.18,32.40
T1a_augmented_test_603.pnml,32.18,33.03
T1a_augmented_test_604.pnml,32.06,32.55
T1a_augmented_test_605.pnml,32.19,33.93
T1a_augmented_test_606.pnml,32.31,34.08
T1a_augmented_test_607.pnml,32.12,32.14
T1a_augmented_test_608.pnml,32.31,33.52
T1a_augmented_test_609.pnml,32.31,31.89
T1a_augmented_test_60.pnml,20.43,3.17
T1a_augmented_test_610.pnml,32.31,32.87
T1a_augmented_test_611.pnml,32.31,33.53
T1a_augmented_test_612.pnml,32.44,32.88
T1a_augmented_test_613.pnml,32.43,33.93
T1a_augmented_test_614.pnml,32.31,43.41
T1a_augmented_test_615.pnml,32.44,34.04
T1a_augmented_test_616.pnml,32.31,33.68
T1a_augmented_test_617.pnml,32.56,31.34
T1a_augmented_test_618.pnml,32.55,33.70
T1a_augmented_test_619.pnml,32.36,33.03
T1a_augmented_test_61.pnml,20.56,2.98
T1a_augmented_test_620.pnml,32.44,34.76
