file_name,mem_usage_mb,peak_mem_mb,avg_mem_overall_mb,time_ms
275,21.06,0.29,0.18,13.10
276,20.99,0.29,0.18,12.90
277,20.89,0.29,0.18,13.14
278,21.13,0.29,0.18,13.57
279,21.05,0.29,0.18,13.04
280,20.87,0.29,0.18,13.57
281,21.09,0.29,0.18,13.69
282,21.20,0.29,0.18,13.37
283,21.16,0.29,0.19,14.63
284,20.97,0.29,0.19,13.99
285,21.32,0.29,0.19,13.57
286,21.26,0.29,0.19,13.19
287,21.19,0.30,0.19,13.73
288,21.08,0.30,0.19,14.76
289,21.34,0.30,0.19,13.76
290,21.09,0.30,0.19,13.76
291,21.25,0.30,0.19,14.91
292,21.36,0.30,0.19,13.59
293,21.27,0.30,0.19,14.25
294,21.21,0.30,0.19,13.91
295,21.50,0.30,0.19,14.22
296,21.35,0.30,0.19,14.31
297,21.15,0.30,0.19,14.73
298,21.38,0.30,0.19,14.58
299,21.30,0.31,0.20,13.98
300,21.27,0.31,0.20,13.82
301,21.40,0.31,0.20,14.30
302,20.94,0.31,0.20,14.39
303,21.38,0.31,0.20,14.03
304,20.98,0.31,0.20,14.57
305,21.32,0.31,0.20,14.80
306,21.39,0.31,0.20,14.35
307,21.45,0.31,0.20,14.43
308,21.43,0.31,0.20,15.15
309,21.01,0.31,0.20,14.81
310,21.39,0.31,0.20,14.60
311,21.31,0.32,0.20,14.80
312,21.49,0.32,0.20,15.10
313,21.47,0.32,0.20,14.36
314,21.33,0.32,0.20,14.30
315,21.21,0.32,0.21,14.90
316,21.32,0.32,0.21,14.81
317,21.40,0.32,0.21,14.49
318,21.56,0.32,0.21,14.78
319,21.27,0.32,0.21,14.78
320,21.40,0.32,0.21,15.37
321,21.58,0.32,0.21,16.80
322,21.27,0.32,0.21,14.70
323,21.40,0.33,0.21,15.46
324,21.35,0.33,0.21,15.10
325,21.54,0.33,0.21,16.07
326,21.19,0.33,0.21,16.65
327,21.43,0.33,0.21,17.73
328,21.23,0.33,0.21,19.71
329,21.34,0.33,0.21,17.76
330,21.44,0.33,0.21,16.85
331,21.28,0.33,0.21,17.13
332,21.14,0.33,0.22,19.99
333,21.57,0.33,0.22,17.67
334,21.33,0.33,0.22,16.90
335,21.39,0.34,0.22,17.08
336,21.34,0.34,0.22,19.38
337,21.29,0.34,0.22,17.70
338,21.34,0.34,0.22,17.16
339,21.61,0.34,0.22,17.04
340,21.33,0.35,0.22,17.38
341,21.24,0.35,0.22,17.89
342,21.16,0.35,0.22,18.21
343,21.36,0.35,0.22,18.25
344,21.27,0.35,0.22,18.40
345,21.47,0.35,0.22,17.57
346,21.55,0.35,0.22,17.95
347,21.13,0.35,0.22,17.54
348,21.56,0.35,0.23,17.94
349,21.60,0.35,0.23,19.48
350,21.41,0.35,0.23,17.98
351,21.65,0.35,0.23,17.85
352,21.50,0.36,0.23,19.22
353,21.75,0.36,0.23,23.52
354,21.38,0.36,0.23,19.64
355,21.58,0.36,0.23,18.15
356,21.73,0.36,0.23,18.55
357,21.59,0.36,0.23,18.19
358,21.60,0.36,0.23,19.77
359,21.54,0.36,0.23,18.69
360,21.13,0.36,0.23,18.51
361,21.52,0.36,0.23,20.43
362,21.05,0.36,0.23,20.09
363,21.64,0.36,0.23,18.46
364,21.72,0.37,0.24,18.56
365,21.51,0.37,0.24,18.73
366,21.36,0.37,0.24,19.17
367,21.59,0.37,0.24,20.60
368,21.70,0.37,0.24,19.15
369,21.54,0.37,0.24,18.61
370,21.63,0.37,0.24,18.96
371,21.44,0.37,0.24,19.26
372,21.67,0.37,0.24,18.98
373,21.69,0.37,0.24,19.25
374,21.67,0.37,0.24,19.11
375,21.74,0.37,0.24,19.02
376,21.48,0.37,0.24,20.76
377,21.82,0.38,0.24,19.10
378,21.80,0.38,0.24,18.81
379,21.73,0.38,0.24,20.65
380,21.73,0.38,0.25,19.00
381,21.89,0.38,0.25,19.82
382,21.65,0.38,0.25,21.79
383,21.80,0.38,0.25,19.21
384,21.79,0.38,0.25,20.65
385,21.55,0.38,0.25,19.72
386,21.86,0.38,0.25,19.93
387,21.72,0.38,0.25,20.52
388,21.53,0.39,0.25,20.29
389,21.61,0.39,0.25,20.86
390,21.38,0.39,0.25,21.24
391,21.82,0.41,0.25,20.19
392,21.61,0.41,0.25,23.24
393,21.77,0.41,0.25,20.02
394,21.54,0.41,0.25,26.07
395,21.80,0.41,0.25,19.90
396,21.62,0.41,0.25,19.89
397,21.87,0.41,0.26,20.55
398,21.91,0.41,0.26,20.09
399,21.73,0.41,0.26,20.10
400,21.91,0.41,0.26,20.64
401,21.81,0.42,0.26,19.98
402,21.95,0.42,0.26,20.55
403,21.84,0.42,0.26,21.15
404,21.91,0.42,0.26,22.76
405,21.89,0.42,0.26,22.36
406,21.70,0.42,0.26,21.11
407,21.93,0.42,0.26,21.33
408,21.86,0.42,0.26,21.52
409,21.60,0.42,0.26,23.77
410,21.70,0.42,0.26,21.07
411,21.71,0.42,0.26,24.61
412,21.91,0.42,0.27,21.28
413,21.61,0.42,0.27,23.58
414,21.70,0.43,0.27,21.20
415,21.73,0.43,0.27,21.24
416,21.86,0.43,0.27,23.07
417,21.71,0.43,0.27,21.95
418,21.93,0.43,0.27,21.74
419,21.67,0.43,0.27,23.43
420,22.08,0.43,0.27,21.81
421,22.01,0.43,0.27,21.68
422,21.94,0.43,0.27,21.24
423,22.09,0.43,0.27,21.47
424,21.95,0.43,0.27,22.40
425,21.82,0.43,0.27,21.40
426,21.98,0.44,0.27,21.75
427,21.89,0.44,0.27,24.30
428,21.89,0.44,0.28,22.54
429,22.00,0.44,0.28,25.63
430,22.00,0.44,0.28,21.94
431,21.78,0.44,0.28,22.96
432,21.96,0.44,0.28,21.65
433,22.04,0.44,0.28,24.69
434,21.96,0.44,0.28,22.77
435,21.93,0.44,0.28,23.41
436,22.18,0.44,0.28,22.49
437,22.12,0.44,0.28,21.96
438,22.11,0.45,0.28,22.28
439,21.94,0.45,0.28,22.41
440,21.94,0.45,0.28,22.63
441,21.83,0.45,0.28,24.63
442,22.08,0.45,0.28,24.86
443,22.09,0.52,0.28,23.77
444,21.86,0.52,0.28,22.79
445,22.16,0.52,0.29,24.05
446,21.87,0.52,0.29,23.07
447,21.75,0.52,0.29,23.62
448,22.12,0.52,0.29,23.06
449,21.94,0.53,0.29,33.40
450,22.22,0.53,0.29,22.77
451,22.06,0.53,0.29,22.78
452,22.17,0.53,0.29,22.98
453,21.96,0.53,0.29,22.98
454,22.25,0.53,0.29,24.01
455,21.97,0.53,0.29,23.33
456,22.00,0.53,0.29,23.99
457,21.89,0.53,0.29,30.42
458,22.05,0.53,0.29,24.36
459,22.05,0.53,0.29,27.26
460,22.09,0.53,0.29,24.18
461,21.94,0.54,0.30,23.47
462,21.90,0.54,0.30,23.62
463,21.95,0.54,0.30,23.54
464,22.23,0.54,0.30,26.59
465,22.02,0.54,0.30,25.36
466,22.21,0.54,0.30,25.12
467,22.17,0.54,0.30,24.80
468,22.22,0.54,0.30,24.70
469,21.91,0.54,0.30,25.21
470,22.21,0.54,0.30,23.58
471,22.15,0.54,0.30,25.73
472,22.25,0.54,0.30,25.22
473,22.39,0.55,0.30,25.22
474,22.04,0.55,0.30,26.53
475,22.12,0.55,0.30,24.98
476,22.10,0.55,0.30,24.59
477,22.05,0.55,0.30,24.03
478,22.23,0.55,0.31,24.58
479,22.22,0.55,0.31,24.01
480,22.23,0.55,0.31,24.08
481,21.96,0.55,0.31,28.48
482,22.14,0.55,0.31,24.59
483,22.25,0.55,0.31,26.71
484,21.98,0.55,0.31,26.39
485,22.36,0.56,0.31,25.78
486,22.15,0.56,0.31,25.97
487,22.34,0.56,0.31,27.75
488,22.34,0.56,0.31,26.65
489,22.27,0.56,0.31,26.39
490,22.24,0.56,0.31,25.00
491,21.96,0.56,0.31,24.87
492,22.23,0.56,0.31,26.40
493,22.32,0.56,0.32,26.02
494,22.31,0.56,0.32,28.66
495,22.39,0.56,0.32,28.84
496,22.45,0.56,0.32,30.95
497,22.20,0.56,0.32,26.43
498,22.35,0.57,0.32,26.24
499,22.23,0.57,0.32,25.90
500,22.45,0.57,0.32,25.80
501,22.33,0.57,0.32,29.93
502,22.37,0.57,0.32,26.33
503,22.28,0.57,0.32,29.82
504,22.54,0.57,0.32,25.86
505,22.49,0.57,0.32,26.09
506,22.08,0.57,0.32,28.08
507,22.38,0.57,0.32,26.62
508,22.41,0.57,0.32,27.85
509,22.02,0.57,0.32,27.18
510,22.37,0.58,0.33,25.91
511,22.30,0.58,0.33,26.37
512,22.04,0.58,0.33,29.05
513,22.20,0.58,0.33,27.06
514,22.50,0.58,0.33,26.18
515,22.60,0.58,0.33,29.46
516,22.10,0.58,0.33,27.70
517,22.50,0.58,0.33,27.39
518,22.54,0.58,0.33,27.70
519,22.19,0.58,0.33,26.96
520,22.30,0.58,0.33,26.93
521,22.28,0.59,0.33,29.16
522,22.31,0.59,0.33,28.75
523,22.50,0.59,0.33,30.08
524,22.48,0.59,0.33,26.89
525,22.15,0.59,0.34,27.09
526,22.36,0.59,0.34,28.05
527,22.27,0.59,0.34,30.48
528,22.41,0.59,0.34,28.82
529,22.52,0.59,0.34,27.48
530,22.22,0.59,0.34,27.81
531,22.20,0.59,0.34,27.23
532,22.35,0.59,0.34,27.94
533,22.21,0.59,0.34,29.18
534,22.43,0.60,0.34,27.44
535,22.48,0.60,0.34,27.35
536,22.57,0.60,0.34,28.83
537,22.53,0.60,0.34,30.57
538,22.45,0.60,0.34,27.71
539,22.27,0.60,0.34,29.68
540,22.27,0.60,0.34,31.69
541,22.52,0.60,0.34,29.30
542,22.56,0.60,0.35,28.05
543,22.70,0.60,0.35,28.78
544,22.52,0.60,0.35,29.38
545,22.61,0.60,0.35,31.16
546,22.45,0.61,0.35,30.59
547,22.71,0.61,0.35,32.14
548,22.61,0.61,0.35,30.56
549,22.14,0.61,0.35,29.93
550,22.43,0.61,0.35,28.66
551,22.62,0.61,0.35,28.80
552,22.47,0.61,0.35,31.23
553,22.46,0.61,0.35,28.09
554,22.50,0.61,0.35,29.27
555,22.70,0.61,0.35,31.70
556,22.73,0.61,0.35,30.26
557,22.70,0.61,0.35,29.03
558,22.76,0.62,0.36,29.12
559,22.67,0.62,0.36,29.49
560,22.37,0.62,0.36,29.60
561,22.49,0.62,0.36,28.49
562,22.68,0.62,0.36,32.35
563,22.52,0.62,0.36,31.83
564,22.92,0.62,0.36,34.50
565,22.60,0.62,0.36,29.59
566,22.43,0.62,0.36,35.02
567,22.58,0.62,0.36,29.79
568,22.66,0.62,0.36,29.58
569,22.74,0.62,0.36,29.79
570,22.50,0.63,0.36,30.75
571,22.87,0.63,0.36,29.31
572,22.85,0.63,0.36,29.99
573,22.84,0.63,0.36,30.46
574,22.58,0.63,0.37,31.62
575,22.75,0.63,0.37,34.77
576,22.85,0.63,0.37,38.09
577,22.80,0.63,0.37,31.48
578,22.99,0.63,0.37,30.80
579,23.05,0.63,0.37,30.42
580,22.97,0.63,0.37,30.73
581,23.05,0.63,0.37,30.21
582,23.11,0.63,0.37,35.82
583,22.67,0.64,0.37,30.57
584,23.15,0.64,0.37,31.36
585,22.95,0.64,0.37,30.80
586,23.16,0.64,0.37,31.50
587,23.06,0.64,0.37,31.28
588,23.11,0.64,0.37,31.28
589,22.96,0.64,0.37,32.58
590,22.89,0.64,0.38,31.09
591,23.11,0.64,0.38,30.48
592,22.78,0.64,0.38,30.70
593,22.88,0.64,0.38,32.11
594,23.16,0.65,0.38,32.05
595,23.03,0.65,0.38,30.60
596,23.20,0.65,0.38,33.12
597,22.88,0.65,0.38,31.46
598,23.08,0.65,0.38,36.12
599,22.91,0.65,0.38,32.79
600,22.91,0.65,0.38,30.87
601,22.97,0.65,0.38,31.31
602,23.18,0.65,0.38,31.11
603,22.98,0.65,0.38,31.87
604,23.20,0.65,0.38,31.84
605,23.08,0.65,0.38,33.02
606,22.91,0.66,0.38,32.52
607,22.98,0.66,0.39,31.86
608,23.07,0.66,0.39,32.83
609,23.22,0.66,0.39,33.08
610,23.24,0.66,0.39,31.88
611,23.07,0.66,0.39,32.31
612,23.12,0.66,0.39,32.94
613,23.21,0.66,0.39,32.35
614,23.21,0.66,0.39,32.65
615,23.02,0.66,0.39,32.23
616,22.92,0.66,0.39,32.67
617,23.24,0.66,0.39,33.19
618,23.13,0.66,0.39,34.89
619,23.16,0.67,0.39,34.01
620,23.17,0.67,0.39,33.42
621,23.08,0.67,0.39,32.81
622,23.09,0.67,0.40,34.55
623,22.97,0.67,0.40,33.19
624,23.26,0.67,0.40,33.11
625,23.15,0.67,0.40,32.81
626,23.21,0.67,0.40,33.24
627,22.96,0.67,0.40,35.75
628,23.29,0.67,0.40,33.98
629,23.26,0.67,0.40,34.36
630,23.23,0.68,0.40,32.17
631,23.38,0.68,0.40,34.91
632,23.21,0.68,0.40,35.90
633,23.01,0.68,0.40,35.84
634,23.27,0.68,0.40,36.14
635,23.09,0.68,0.40,34.47
636,23.30,0.68,0.40,33.78
637,23.23,0.68,0.40,35.79
638,23.30,0.68,0.40,32.92
639,23.11,0.68,0.41,34.57
640,23.21,0.68,0.41,32.90
641,23.27,0.68,0.41,32.57
642,23.02,0.68,0.41,38.83
643,23.09,0.69,0.41,33.74
644,23.16,0.69,0.41,36.64
645,23.34,0.69,0.41,34.59
646,23.27,0.69,0.41,36.96
647,23.07,0.69,0.41,37.25
648,23.16,0.69,0.41,33.89
649,23.07,0.69,0.41,35.31
650,23.10,0.69,0.41,33.27
651,23.06,0.69,0.41,33.40
652,23.36,0.69,0.41,35.09
653,23.14,0.69,0.41,39.20
654,23.02,0.69,0.41,37.19
655,23.11,0.70,0.41,34.63
656,23.20,0.70,0.42,48.89
657,23.26,0.70,0.42,35.41
658,23.32,0.70,0.42,34.79
659,23.02,0.70,0.42,34.97
660,23.33,0.70,0.42,34.49
661,23.36,0.70,0.42,34.68
662,23.34,0.70,0.42,36.20
663,23.46,0.70,0.42,34.51
664,23.41,0.70,0.42,38.12
665,23.55,0.70,0.42,35.06
666,23.49,0.70,0.42,36.37
667,23.34,0.70,0.42,35.49
668,23.04,0.71,0.42,35.40
669,23.29,0.71,0.42,38.25
670,23.24,0.71,0.42,34.53
671,23.45,0.71,0.43,35.14
672,23.13,0.71,0.43,42.29
673,23.42,0.71,0.43,35.76
674,23.30,0.71,0.43,35.32
675,23.30,0.71,0.43,35.71
676,23.33,0.71,0.43,35.51
677,23.30,0.71,0.43,36.22
678,23.41,0.71,0.43,36.30
679,23.25,0.73,0.43,35.61
680,23.49,0.73,0.43,35.96
681,23.37,0.73,0.43,39.54
682,23.51,0.73,0.43,35.92
683,23.46,0.73,0.43,38.51
684,23.05,0.73,0.43,42.31
685,23.16,0.73,0.43,38.85
686,22.80,0.73,0.43,38.02
687,23.41,0.73,0.43,37.19
688,23.41,0.74,0.44,36.95
689,23.47,0.74,0.44,37.31
690,23.55,0.74,0.44,35.84
691,23.61,0.74,0.44,35.26
692,23.34,0.74,0.44,40.91
693,23.40,0.74,0.44,35.82
694,23.42,0.74,0.44,36.86
695,23.27,0.74,0.44,37.32
696,23.53,0.74,0.44,36.74
697,23.59,0.74,0.44,37.85
698,23.53,0.74,0.44,36.93
699,23.38,0.75,0.44,36.96
700,23.49,0.75,0.44,35.94
701,23.52,0.75,0.44,40.97
702,23.55,0.75,0.44,36.83
703,23.60,0.75,0.45,38.69
704,23.48,0.75,0.45,36.93
705,23.57,0.75,0.45,39.45
706,23.31,0.75,0.45,37.24
707,23.09,0.75,0.45,44.93
708,23.50,0.75,0.45,36.77
