file_name,mem_usage_mb,peak_mem_mb,avg_mem_overall_mb,time_ms
547.pnml,22.71,0.61,0.35,32.14
548.pnml,22.61,0.61,0.35,30.56
549.pnml,22.14,0.61,0.35,29.93
54.pnml,19.98,0.09,0.04,3.52
550.pnml,22.43,0.61,0.35,28.66
551.pnml,22.62,0.61,0.35,28.80
552.pnml,22.47,0.61,0.35,31.23
553.pnml,22.46,0.61,0.35,28.09
554.pnml,22.50,0.61,0.35,29.27
555.pnml,22.70,0.61,0.35,31.70
556.pnml,22.73,0.61,0.35,30.26
557.pnml,22.70,0.61,0.35,29.03
558.pnml,22.76,0.62,0.36,29.12
559.pnml,22.67,0.62,0.36,29.49
55.pnml,19.57,0.09,0.04,3.51
560.pnml,22.37,0.62,0.36,29.60
561.pnml,22.49,0.62,0.36,28.49
562.pnml,22.68,0.62,0.36,32.35
563.pnml,22.52,0.62,0.36,31.83
564.pnml,22.92,0.62,0.36,34.50
565.pnml,22.60,0.62,0.36,29.59
566.pnml,22.43,0.62,0.36,35.02
567.pnml,22.58,0.62,0.36,29.79
568.pnml,22.66,0.62,0.36,29.58
569.pnml,22.74,0.62,0.36,29.79
56.pnml,19.90,0.09,0.05,4.63
570.pnml,22.50,0.63,0.36,30.75
571.pnml,22.87,0.63,0.36,29.31
572.pnml,22.85,0.63,0.36,29.99
573.pnml,22.84,0.63,0.36,30.46
574.pnml,22.58,0.63,0.37,31.62
575.pnml,22.75,0.63,0.37,34.77
576.pnml,22.85,0.63,0.37,38.09
577.pnml,22.80,0.63,0.37,31.48
578.pnml,22.99,0.63,0.37,30.80
579.pnml,23.05,0.63,0.37,30.42
57.pnml,19.87,0.09,0.05,3.76
580.pnml,22.97,0.63,0.37,30.73
581.pnml,23.05,0.63,0.37,30.21
582.pnml,23.11,0.63,0.37,35.82
583.pnml,22.67,0.64,0.37,30.57
584.pnml,23.15,0.64,0.37,31.36
585.pnml,22.95,0.64,0.37,30.80
586.pnml,23.16,0.64,0.37,31.50
587.pnml,23.06,0.64,0.37,31.28
588.pnml,23.11,0.64,0.37,31.28
589.pnml,22.96,0.64,0.37,32.58
58.pnml,19.95,0.10,0.05,3.70
590.pnml,22.89,0.64,0.38,31.09
591.pnml,23.11,0.64,0.38,30.48
592.pnml,22.78,0.64,0.38,30.70
593.pnml,22.88,0.64,0.38,32.11
594.pnml,23.16,0.65,0.38,32.05
595.pnml,23.03,0.65,0.38,30.60
596.pnml,23.20,0.65,0.38,33.12
597.pnml,22.88,0.65,0.38,31.46
598.pnml,23.08,0.65,0.38,36.12
599.pnml,22.91,0.65,0.38,32.79
59.pnml,19.84,0.10,0.05,3.72
